,Ngày,Giá điều chỉnh,Giá đóng cửa,Giá bình quân,thay đổi,KL1,GT1,KL2,GT2,Giá tham chiếu,Giá mở cửa,Giá cao nhất,Giá thấp nhất
72,11/05/2021,18.80 ,18.80 ,17.75 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.80 ,18.80 ,18.80 ,18.80 
73,10/05/2021,18.80 ,18.80 ,17.75 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.80 ,18.8 ,18.80 ,18.80 
74,07/05/2021,18.80 ,18.80 ,17.75 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.80 ,18.80 ,18.80 ,18.80 
75,06/05/2021,18.80 ,18.80 ,17.75 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.80 ,18.8 ,18.80 ,18.80 
76,05/05/2021,17.72 ,20.50 ,19.36 ,2.60 (14.53 %),300 ,"5,630,000 ",0 ,0 ,17.90 ,17.90 ,20.50 ,17.90 
77,04/05/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.9 ,17.90 ,17.90 
78,29/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.90 ,17.90 ,17.90 
79,28/04/2021,16.90 ,17.90 ,16.90 ,0.00 (0.00 %),300 ,"5,370,000 ",0 ,0 ,17.90 ,17.9 ,17.90 ,17.90 
80,27/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.90 ,17.90 ,17.90 
81,26/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.9 ,17.90 ,17.90 
82,23/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.90 ,17.90 ,17.90 
83,22/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.9 ,17.90 ,17.90 
84,20/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.90 ,17.90 ,17.90 
85,19/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.9 ,17.90 ,17.90 
86,16/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.90 ,17.90 ,17.90 
87,15/04/2021,16.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.9 ,17.90 ,17.90 
88,14/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.90 ,17.90 ,17.90 
89,13/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.9 ,17.90 ,17.90 
90,12/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.90 ,17.90 ,17.90 
91,09/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.9 ,17.90 ,17.90 
92,08/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.90 ,17.90 ,17.90 
93,07/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.9 ,17.90 ,17.90 
94,06/04/2021,17.90 ,17.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.90 ,17.90 ,17.90 ,17.90 
95,05/04/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
96,02/04/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
97,01/04/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
98,31/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
99,30/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
100,29/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
101,26/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
102,25/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
103,24/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
104,23/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
105,22/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
106,19/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
107,18/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
108,17/03/2021,16.90 ,18.90 ,16.90 ,0.00 (0.00 %),400 ,"7,560,000 ",0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
109,16/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
